ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005007490157182,https://ae-pic-a1.aliexpress-media.com/kf/S8b0a385d398240ecaddee0821d5138b8b.jpg,,12 In 1 Screwdriver Set Magnetic Bit Cross Flat Shaped Screwdriver Head Multifunctional Precision Handheld Maintenance Tool Home,UGX 50144,UGX 23006,54%,UGX,7.0,UGX 1610,7.0,UGX 1610,21273,88.7%,https://s.click.aliexpress.com/e/_c3i1pwQH,,,,,,
1005007464508256,https://ae-pic-a1.aliexpress-media.com/kf/Se05000b63158401690e936ccdde368a3Z.png,,Original Military Men Smart Watches Wireless Call Fitness Clock IP68 Swim Waterproof Sport Smartwatch for Women IOS Android 2025,UGX 101536,UGX 93784,7%,UGX,7.0,UGX 6565,7.0,UGX 6565,328,94.2%,https://s.click.aliexpress.com/e/_c2y5XHjT,,,,,,
1005007720902198,https://ae-pic-a1.aliexpress-media.com/kf/S01f3619ae036482082c3cd5c9bcf537eX.jpg,,New Arrival Men Vintage pc Frame Sunglasses Classic Brand Sun Glasses Coating Lens Driving Eyewear for Men women sunglasses,UGX 39409,UGX 17639,55%,UGX,18.0,UGX 3175,18.0,UGX 3175,3071,87.9%,https://s.click.aliexpress.com/e/_c3DEzEzT,,,,,,
1005006054695393,https://ae-pic-a1.aliexpress-media.com/kf/Sf5c57ac1d58e45b7b032f40369f518351.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2676890145/p/1/e/6/t/10301/1100183591691.mp4,SATA to USB 3.0 Adapter Cable for 3.5/2.5 Inch SSD HDD SATA III Hard Drive Disk Converter Support UASP with 12V Power Adapter,UGX 63387,UGX 29628,53%,UGX,3.0,UGX 889,3.0,UGX 889,6055,93.5%,https://s.click.aliexpress.com/e/_c4UWtopj,,,,,,
1005010507330002,https://ae-pic-a1.aliexpress-media.com/kf/S9440e0d131914590a251018d397544c3M.jpg,,"Stylish Corduroy Tote Bag for Women, Large Capacity Plush Shoulder Bag, Versatile Commuter & Travel Bag.",UGX 114754,UGX 53019,53%,UGX,7.0,UGX 3711,7.0,UGX 3711,1434,83.8%,https://s.click.aliexpress.com/e/_c2wAyZLL,,,,,,
1005007419812954,https://ae-pic-a1.aliexpress-media.com/kf/Sc11172d1d04c40f28ee749b37b871acae.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/231054685/p/1/e/6/t/10301/1100131739196.mp4,Terios T3 X3 Wireless Joystick Gamepad PC Game Controller for PS3/IOS Phone/TV Box For Nintendo Switch Accessories,UGX 119363,UGX 55231,53%,UGX,7.0,UGX 3866,7.0,UGX 3866,1183,90.4%,https://s.click.aliexpress.com/e/_c4FExOVj,,,,,,
1005008530350568,https://ae-pic-a1.aliexpress-media.com/kf/Sbb06692bb1f84f3da128a8929acf16a24.jpg,,2026 Smart Watch Android IOS Phone 2.01 Inch Color Screen Bluetooth Answer Call Fitness Watches Tracker Smartwatch Women Men,UGX 81728,UGX 37979,53%,UGX,7.0,UGX 2659,7.0,UGX 2659,2396,89.3%,https://s.click.aliexpress.com/e/_c2zL3fPj,,,,,,
1005007021015396,https://ae-pic-a1.aliexpress-media.com/kf/S9acb1a835ed64a68a411003140342648P.jpg,,Carving Hair Clipper Professional Hair Cutting Machine Barber Rechargeable Hair Trimmer Metal Haircut Machine Clipper for Men,UGX 37037,UGX 4090,88%,UGX,7.0,UGX 286,7.0,UGX 286,14495,83.3%,https://s.click.aliexpress.com/e/_c3EqcA4t,,,,,,
1005007877140628,https://ae-pic-a1.aliexpress-media.com/kf/S4bea25d738d043c096262796d21eace1z.jpg,,100W Car Charger USB Fast Charging For IPhone QC3.0 Mini PD USB Type C Charger Car Phone Charger For Samsung Huawei XiaoMi,UGX 8846,UGX 4090,53%,UGX,7.0,UGX 286,7.0,UGX 286,3543,89.9%,https://s.click.aliexpress.com/e/_c32I6unr,,,,,,
1005006769958544,https://ae-pic-a1.aliexpress-media.com/kf/Sc56a41ce105545a592835329d3ec9d68f.jpg,,"Leg Elevation Pillows,Inflatable Leg Pillows for Swelling, Portable Wedge Pillow for Improve Circulataion and Reduce Swelling",UGX 175193,UGX 85530,51%,UGX,7.0,UGX 5987,7.0,UGX 5987,961,91.7%,https://s.click.aliexpress.com/e/_c3BBcvYV,,,,,,
1005005385299054,https://ae-pic-a1.aliexpress-media.com/kf/Sdeb87d1656cc46418a5ee5924678d91bO.jpg,,Auto Fastener Clip Mixed Car Body Push Retainer Pin Rivet Bumper Door Trim Panel Fastener Kit Car Clip 100/50 Box /Bag packaging,UGX 49264,UGX 4090,91%,UGX,9.0,UGX 368,9.0,UGX 368,64708,95.5%,https://s.click.aliexpress.com/e/_c368bqNT,,,,,,
1005006844559078,https://ae-pic-a1.aliexpress-media.com/kf/S39476cea99f6473fb4e1b7e32a146123P.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/248305757/p/1/e/6/t/10301/1100227477371.mp4,Portable Bluetooth Selfie Stick Tripod Holder with Remote Shutter Fill Light Extendable Wireless Remote Retractable Phone Stand,UGX 76286,UGX 4090,94%,UGX,7.0,UGX 286,7.0,UGX 286,20300,86.4%,https://s.click.aliexpress.com/e/_c37e56gD,,,,,,
1005006946594338,https://ae-pic-a1.aliexpress-media.com/kf/S8b85cec76fd8405d80394da62ff2dfe4i.jpg,,Women's Satin Solid Bonnets Wide-brimmed Night Sleeping Bathing Hat Unisex Head Wrap Elastic Band Cap Hair Care Bonnet,UGX 38761,UGX 17315,55%,UGX,18.0,UGX 3117,18.0,UGX 3117,13039,94.3%,https://s.click.aliexpress.com/e/_c3HuRaNj,,,,,,
1005006311851419,https://ae-pic-a1.aliexpress-media.com/kf/Sc1fb09e51fcf478198103fb86361e363P.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2672570190/p/1/e/6/t/10301/1100199380307.mp4,1/2/6pcs Microfiber Cleaning Towel Thicken Soft Drying Cloth Car Body Washing Towels Double Layer Clean Rags Car Accessories,UGX 40619,UGX 17263,57%,UGX,7.0,UGX 1208,7.0,UGX 1208,64085,95.1%,https://s.click.aliexpress.com/e/_c4V8dDyd,,,,,,
1005005508731517,https://ae-pic-a1.aliexpress-media.com/kf/S9e110562b051477e851e428a34616c7dx.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/4288843436/p/1/e/6/t/10301/283435590197.mp4,NORTH EDGE Mens Smart Watch Women Sportswatch Dual Time Running Pedometer Countdown Waterproof 50m Digital Alarm Military Clock,UGX 177871,UGX 81532,54%,UGX,7.0,UGX 5707,7.0,UGX 5707,327,95.4%,https://s.click.aliexpress.com/e/_c33Twd4z,,,,,,
1005006772216579,https://ae-pic-a1.aliexpress-media.com/kf/Saf6d864d56794b229b8af294ee9e06463.jpg,,"5/10/20pcs Kitchen Towel, Ultra-fine Fiber Light Gray Cleaning Cloth Set, Absorbent, Soft And Stain-removing Cloth",UGX 48616,UGX 22242,54%,UGX,7.0,UGX 1557,7.0,UGX 1557,56390,91.5%,https://s.click.aliexpress.com/e/_c4T6CUHb,,,,,,
1005007580302833,https://ae-pic-a1.aliexpress-media.com/kf/S4c27eb2440184a5c8b1165b073fd48c8W.jpg,,"1pc Women's Solid Color Satin Wide-Brimmed Shower Cap, Suitable For Daily Use Silk Bonnet Satin Bonnet",UGX 37293,UGX 16580,55%,UGX,7.0,UGX 1161,7.0,UGX 1161,15000,92.6%,https://s.click.aliexpress.com/e/_c3UqHkcD,,,,,,
1005007447970895,https://ae-pic-a1.aliexpress-media.com/kf/Sbae91d8412a34d9e93f3161ac15cc3d5S.jpg,,18 Pairs Elegant Multi-color Imitation Pearl Stud Earrings Korean Charm Ball Bead Earrings Women Trend Party Wedding Jewelry Set,UGX 34603,UGX 15235,55%,UGX,7.0,UGX 1066,7.0,UGX 1066,1758,95.7%,https://s.click.aliexpress.com/e/_c3IQ6wEd,,,,,,
1005007675382339,https://ae-pic-a1.aliexpress-media.com/kf/Se8b6b7138688440cb0d0b06be54abc10D.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/6000473106/p/1/e/6/t/10301/4000229152333.mp4,2024 Fashion Men Watch Fashion Top Luxury Sport Men's Wristwatch Waterproof Luminous Leather Date Quartz Watches Man Clock,UGX 31247,UGX 4090,86%,UGX,18.0,UGX 736,18.0,UGX 736,2960,83.6%,https://s.click.aliexpress.com/e/_c4tfXGcD,,,,,,
1005005785774950,https://ae-pic-a1.aliexpress-media.com/kf/S8c4a1b768a314fccb9be627a327fecd7t.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2674441479/p/1/e/6/t/10301/1100159050317.mp4,Desk Mobile Phone Holder Stand For IPhone IPad Xiaomi Adjustable Desktop Tablet Holder Universal Table Cell Phone Stand,UGX 53189,UGX 4090,92%,UGX,7.0,UGX 286,7.0,UGX 286,71934,90.7%,https://s.click.aliexpress.com/e/_c4ebOBkV,,,,,,
1005006879297714,https://ae-pic-a1.aliexpress-media.com/kf/S5af35c80a477411fbaf2bf0161e99404v.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2657928121/p/1/e/6/t/10301/1100145339148.mp4,200/300/500ml Oil Spray Bottle BBQ Cooking Olive Oil Sprayer Plastic Baking Oil Spray Empty Bottle Vinegar Bottle Or  Oil brush,UGX 31339,UGX 4090,86%,UGX,7.0,UGX 286,7.0,UGX 286,120096,90.7%,https://s.click.aliexpress.com/e/_c3Sp0jZP,,,,,,
1005007412191863,https://ae-pic-a1.aliexpress-media.com/kf/S9e1bca76edf342ada1e779410a0666f8f.jpg,,Nano Carbon Fiber Car Sticker Paste Protector Strip DIY Automotive Protective Film Auto Door Sill Side Mirror Anti Scratch Tape,UGX 34261,UGX 4090,88%,UGX,7.0,UGX 286,7.0,UGX 286,15419,89.6%,https://s.click.aliexpress.com/e/_c35ca7VJ,,,,,,
1005007255182152,https://ae-pic-a1.aliexpress-media.com/kf/Scafebc832e674c45a0b838b484c02237I.jpg,,COB LED Headlamp Induction Head Lamp Built-in Battery USB Rechargeable Head Flashlight Outdoor Camping Fishing Sensor Headlight,UGX 66786,UGX 31327,53%,UGX,7.0,UGX 2193,7.0,UGX 2193,28058,92.5%,https://s.click.aliexpress.com/e/_c3VtjnvB,,,,,,
1005010594643524,https://ae-pic-a1.aliexpress-media.com/kf/S3ea6a1a51c8e40d084076bc2b598701fa.jpg,,Men's Business Crossbody Bag with Multi-Layered Pockets Adjustable Shoulder Strap for Work Travel,UGX 96620,UGX 46244,52%,UGX,7.0,UGX 3237,7.0,UGX 3237,6828,90.9%,https://s.click.aliexpress.com/e/_c36JSZnb,,,,,,
1005010072165601,https://ae-pic-a1.aliexpress-media.com/kf/S20e5242a1d9f46baae783a883b1ed146j.jpg,,"25 in 1 mini screwdriver set, flat head and cross shaped small screwdrivers, suitable for electronic products",UGX 67495,UGX 4090,93%,UGX,7.0,UGX 286,7.0,UGX 286,74141,85.7%,https://s.click.aliexpress.com/e/_c4KSLdet,,,,,,
1005009950324652,https://ae-pic-a1.aliexpress-media.com/kf/Sfec1e19f01e742f0905226a2fad5be944.jpg,,Fashion Cartoon Spiderman Children Watches Girls Reloj Inteligente Para Niños Niña Reloj Digital Watch Women Relógio Infantil  ﻿,UGX 47870,UGX 20909,56%,UGX,18.0,UGX 3764,18.0,UGX 3764,3777,85.8%,https://s.click.aliexpress.com/e/_c3DdTP4z,,,,,,
1005007484673961,https://ae-pic-a1.aliexpress-media.com/kf/S87a9e5c68dd84df39f05ebe2630f15e3v.jpg,,High Strong Power Led Flashlights 2000LM Tactical Torch with Display Light USB Charging Camping Fishing Emergency Zoom Lantern,UGX 68926,UGX 4090,94%,UGX,7.0,UGX 286,7.0,UGX 286,63730,89.7%,https://s.click.aliexpress.com/e/_c33Q4ODT,,,,,,
1005006597735536,https://ae-pic-a1.aliexpress-media.com/kf/S5e10a041089748bb99633517a15175eez.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2678521362/p/1/e/6/t/10301/1100216683702.mp4,18650 Battery Charger 1/2/4 Slots Dual 18650 Charging 3.7V  Rechargeable Lithium Battery USB Charger For 16340 14500 18650,UGX 44728,UGX 19852,55%,UGX,7.0,UGX 1390,7.0,UGX 1390,32156,93.0%,https://s.click.aliexpress.com/e/_c4nRyKUt,,,,,,
1005006976662169,https://ae-pic-a1.aliexpress-media.com/kf/S73780bb93d3447e8a8b6952941cecd4b7.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2678091317/p/1/e/6/t/10301/1100164699689.mp4,Mibro Lite Smartwatch Global Version 1.3Inch AMOLED HD Display IP68 Waterproof App Control Fitness Monitoring Bluetooth Watch,UGX 224885,UGX 101383,54%,UGX,7.0,UGX 7097,7.0,UGX 7097,280,92.0%,https://s.click.aliexpress.com/e/_c3IPSjDn,,,,,,
1005009972408481,https://ae-pic-a1.aliexpress-media.com/kf/Sbdb2e7edebb0453fb5db43533a43ca99J.jpg,,Luxury Square Photochromic Myopia Glasses Men Women Anti Blue Light Color Changing Sunglasses Ultralight Minus Sight Glasses,UGX 33802,UGX 31736,6%,UGX,18.0,UGX 5712,18.0,UGX 5712,193,93.3%,https://s.click.aliexpress.com/e/_c3dhwayv,,,,,,
1005008998332691,https://ae-pic-a1.aliexpress-media.com/kf/S39012b82781140139eca7cfed4d8a317W.jpg,,POEDAGAR New Men Clock LED Luminous Waterproof Week Date Military Man Wristwatch Electronic Stainless Steel Quartz Men's Watches,UGX 164299,UGX 78439,52%,UGX,18.0,UGX 14119,18.0,UGX 14119,189,96.3%,https://s.click.aliexpress.com/e/_c3l16f8V,,,,,,
